County,flow
Carson City,1208
Churchill,70
Clark,19989
Douglas,500
Elko,398
Esmeralda,24
Eureka,-178
Humboldt,-38
Lander,-177
Lincoln,298
Lyon,398
Mineral,111
Nye,1224
Pershing,135
Storey,40
Washoe,5132
White Pine,153
