County,flow
Albany,-88
Big Horn,114
Campbell,882
Carbon,-589
Converse,-82
Crook,6
Fremont,-331
Goshen,303
Hot Springs,63
Johnson,-160
Laramie,-710
Lincoln,404
Natrona,287
Niobrara,-58
Park,-629
Platte,143
Sheridan,380
Sublette,253
Sweetwater,-355
Teton,-494
Uinta,182
Washakie,-151
Weston,162
